Airline,Source,Destination,Total_Stops,Price,Journey_Day,Journey_Month,Duration_mins,Dep_Hour,Arrival_Hour
3,2,1,1,8216,18,5,635,11,22
4,3,0,1,13626,6,12,800,6,19
6,2,1,2,7084,3,6,855,7,21
6,2,1,1,7575,5,9,860,4,19
1,0,5,1,6781,3,3,1475,8,8
4,0,2,0,6478,6,6,180,7,10
8,4,3,0,2385,15,3,80,5,7
6,2,1,1,9385,18,5,480,13,21
2,0,2,0,5048,18,4,175,7,10
3,2,1,1,5058,6,12,305,20,1
7,2,1,1,11269,21,3,440,6,13
6,2,1,1,7363,4,9,390,19,1
1,2,1,2,11762,3,9,1305,21,19
4,2,1,1,15764,3,6,800,15,4
4,2,1,1,10262,6,12,1105,10,4
4,2,1,2,10919,6,3,1320,14,12
4,2,1,1,10262,15,6,1530,17,19
1,3,0,2,11883,5,6,1045,5,23
8,3,0,0,3847,21,3,140,22,0
4,4,3,0,5678,6,12,90,19,21
10,3,0,1,8662,5,12,930,7,22
4,2,1,1,12898,27,5,865,14,4
8,0,2,0,4423,5,12,175,21,0
1,2,1,1,8991,6,12,875,17,8
8,2,1,1,5409,15,5,295,17,22
3,2,1,1,6442,27,4,455,8,16
1,3,0,2,9941,24,5,590,12,21
3,2,1,2,6494,21,3,880,6,21
6,2,1,1,7198,24,6,510,17,1
8,0,5,0,7110,3,9,170,5,8
4,0,5,1,11087,3,12,875,18,9
3,3,0,0,4804,5,9,155,20,22
3,0,2,0,4823,15,6,175,7,10
4,3,0,1,14151,5,12,575,9,19
6,2,1,1,10791,27,6,780,6,19
10,3,0,1,7980,4,1,1555,7,9
1,2,1,1,6587,27,4,1535,5,6
10,1,4,0,3687,5,6,135,7,9
1,2,1,2,13307,15,5,1470,18,19
1,4,3,0,2050,24,3,85,15,16
6,2,1,1,10197,5,9,600,9,19
10,0,2,0,4668,24,6,170,21,23
3,0,2,0,4990,24,5,170,13,15
3,4,3,0,4049,24,5,90,6,7
6,2,1,1,7933,15,6,720,9,21
3,4,3,0,4049,5,6,90,9,10
4,2,1,1,6645,27,3,1280,7,4
4,4,3,0,8040,18,6,90,8,10
6,2,1,1,8098,21,3,755,13,1
4,2,1,1,10262,6,3,1005,2,19
4,0,5,1,12284,18,3,780,18,7
4,2,1,1,10262,6,3,1680,15,19
3,0,2,0,4990,4,12,170,20,22
1,0,5,2,12568,18,3,1030,17,10
4,3,0,1,11841,5,6,570,14,23
4,2,1,1,18371,15,6,620,2,12
8,0,5,1,23267,3,1,475,10,18
4,3,0,1,13067,5,1,840,9,23
3,1,4,0,5277,21,6,140,22,0
1,2,1,2,13879,27,5,865,17,7
3,3,0,0,4174,4,9,155,17,19
1,2,1,2,10178,5,9,1410,19,19
4,2,1,2,13882,6,12,1000,11,4
10,0,2,0,4878,21,5,165,19,22
10,0,2,0,4668,27,6,170,9,12
4,3,0,1,10844,21,5,1595,20,22
6,2,1,1,7005,27,6,735,8,21
4,2,1,1,12898,21,5,620,2,12
1,2,1,1,9929,15,6,925,3,19
4,2,1,1,14714,6,1,540,10,19
1,2,1,0,6094,21,4,170,5,8
4,0,5,1,16736,3,6,680,11,23
4,0,2,0,7229,4,3,175,11,14
6,2,1,1,8882,18,5,460,4,12
6,2,1,1,10197,5,9,660,8,19
3,3,0,0,4804,5,12,155,20,22
3,2,1,1,13628,3,3,350,7,13
10,2,1,0,6216,27,5,190,14,17
1,2,1,1,7480,21,5,1535,5,6
1,3,0,1,11936,6,12,375,10,16
8,1,4,0,3859,18,3,135,8,10
4,3,0,1,8586,5,12,845,20,10
10,0,5,0,21730,3,1,175,21,0
3,2,1,1,6628,6,1,500,17,1
1,3,0,2,10151,5,1,1195,12,7
4,3,0,1,11467,21,5,1285,17,14
3,2,1,1,7010,15,6,295,5,10
4,0,2,0,7229,4,3,180,17,20
3,0,5,0,8033,3,9,180,13,16
4,0,2,0,7229,18,5,175,11,14
3,3,0,1,6911,6,9,315,21,2
4,2,1,2,14300,27,6,1380,20,19
1,3,0,2,13033,6,9,1100,7,1
3,0,2,0,3943,24,5,170,4,6
8,0,5,0,6205,3,9,175,9,12
3,2,1,1,14871,3,6,570,11,21
4,4,3,0,5678,18,5,85,2,4
6,2,1,1,16108,6,1,465,11,19
4,0,5,1,17261,3,6,775,20,9
8,0,2,0,3311,5,12,160,5,8
3,3,0,0,4174,4,12,155,11,14
3,0,2,0,4823,6,9,170,16,19
1,0,5,1,8425,3,9,920,22,13
4,0,2,0,7229,15,5,175,11,14
2,2,1,1,5281,6,9,540,10,19
4,2,1,1,17549,3,9,1225,8,4
6,2,1,1,13797,6,3,780,8,21
3,0,2,0,4823,4,12,170,8,11
1,2,1,1,7258,6,3,955,17,9
6,2,1,1,18192,3,3,765,12,1
1,3,0,2,13899,5,1,1165,10,5
4,3,0,1,10844,5,9,400,14,20
4,3,0,1,14151,5,12,1450,9,9
6,2,1,1,15147,3,6,620,15,1
2,0,2,0,3898,15,6,175,7,10
3,2,1,1,6818,15,5,665,5,16
4,3,0,1,14781,15,5,1170,16,12
0,3,0,2,5192,21,5,500,15,23
4,2,1,2,14441,27,6,425,5,12
4,3,0,1,14151,24,5,1480,20,21
3,3,0,1,4226,18,5,220,19,23
1,2,1,2,13381,27,5,1380,20,19
6,2,1,1,10678,15,6,845,4,19
4,2,1,1,12242,27,3,440,11,18
4,4,3,0,4995,21,6,85,2,4
4,2,1,1,10262,6,1,450,20,4
8,3,0,0,3841,15,4,140,22,0
4,3,0,1,9663,5,9,960,20,12
3,3,0,0,5224,18,4,155,11,14
6,2,1,1,14533,18,5,730,7,19
8,4,3,0,2017,24,5,90,22,0
4,0,2,0,5769,6,12,185,18,22
6,2,1,1,11622,21,3,485,10,18
3,0,2,0,4823,4,3,175,18,21
4,0,5,1,7832,21,3,1280,14,11
6,2,1,1,9001,24,6,705,7,19
3,4,3,0,2754,27,6,90,12,13
4,0,2,0,7229,24,5,180,7,10
3,2,1,1,6937,3,9,280,21,1
1,3,0,2,13033,6,6,920,10,1
8,0,2,0,3625,5,3,160,5,8
4,2,1,2,13292,27,6,1295,21,19
1,0,5,2,12778,3,12,1525,8,10
8,3,0,0,3841,6,1,150,14,17
3,4,3,0,2227,18,3,85,21,22
8,3,0,1,6171,5,9,520,8,17
1,3,0,2,10676,5,12,1195,12,7
4,2,1,2,13014,24,6,1025,19,12
3,4,3,0,2754,18,3,90,2,4
1,2,1,2,8367,27,3,865,17,7
4,2,1,1,5177,4,3,1570,2,4
8,3,0,0,4174,18,4,150,17,19
6,2,1,1,9794,15,5,615,8,19
6,2,1,1,10486,27,5,385,9,16
6,2,1,1,15058,21,5,675,8,19
3,3,0,0,4804,27,4,155,22,0
4,2,1,1,17024,3,6,1665,16,19
2,3,0,1,8855,5,12,455,16,0
1,2,1,1,8372,6,9,640,21,7
4,4,3,0,4050,24,6,85,2,4
4,0,2,0,7229,5,12,175,11,14
8,4,3,0,2385,18,3,80,5,7
2,0,2,0,3898,24,6,170,11,14
3,0,5,0,6860,3,3,165,1,4
8,2,1,1,6749,27,5,315,6,11
1,3,0,2,15107,21,5,525,14,23
4,2,1,2,10368,15,6,1125,9,4
4,0,5,1,7832,21,3,860,7,21
8,4,3,0,2385,27,5,90,13,14
3,3,0,0,4804,24,6,150,14,16
1,2,1,2,8236,21,3,1595,16,19
3,2,1,1,6416,27,3,570,11,21
4,2,1,1,10262,6,9,450,11,19
4,2,1,1,14714,6,9,1210,22,19
8,3,0,1,7646,4,1,330,15,21
1,2,1,1,7480,6,1,765,20,9
10,1,4,0,11982,27,5,140,17,20
6,2,1,1,8309,18,5,520,10,19
4,2,1,2,13344,6,9,425,5,12
1,3,0,1,4227,4,1,890,19,9
1,2,1,2,9706,21,3,1180,12,7
8,4,3,0,2017,5,6,90,13,14
3,2,1,1,6442,6,12,835,8,22
4,0,2,0,8016,15,6,185,18,22
3,2,1,1,5298,4,1,320,6,12
10,0,2,0,4878,21,5,155,17,19
4,2,1,1,10262,24,6,865,14,4
3,3,0,1,4176,5,12,300,4,9
3,2,1,1,5883,15,6,845,11,1
6,2,1,1,12717,6,6,540,10,19
3,1,4,0,3850,5,12,140,7,10
3,1,4,0,3597,27,5,140,19,21
8,4,3,0,2175,5,9,90,13,14
0,0,2,0,7080,4,12,170,23,2
4,3,0,1,8849,4,1,665,21,8
4,3,0,1,9899,6,12,685,8,19
10,0,2,0,4878,15,6,160,7,9
6,2,1,1,7787,5,9,705,7,19
8,1,4,0,3597,5,3,140,17,20
2,2,1,1,5281,4,1,540,10,19
10,3,0,1,9345,15,5,1350,20,18
3,2,1,1,6442,24,6,635,11,22
3,2,1,1,6838,6,6,705,9,21
8,1,4,0,3597,6,3,140,17,20
8,4,3,0,3173,21,3,80,5,7
6,2,1,1,13377,6,3,435,18,1
4,3,0,1,9314,5,9,1295,20,18
6,2,1,1,9856,3,9,545,13,22
1,2,1,1,8372,21,5,675,8,19
4,3,0,1,7064,4,1,1400,18,18
3,3,0,0,4804,5,1,155,22,0
4,2,1,2,13029,27,5,810,5,19
3,2,1,1,7640,24,5,490,14,22
4,0,5,1,22270,3,1,435,8,15
1,0,2,0,4441,4,1,170,21,23
4,2,1,1,12898,27,5,1165,9,4
4,3,0,1,7064,4,1,1285,18,16
4,3,0,1,10844,6,9,740,8,20
8,3,0,0,4174,6,9,145,9,11
4,3,0,1,8529,6,12,1695,16,20
3,0,2,0,3625,21,5,170,22,1
3,0,2,0,3419,21,5,175,0,3
3,1,4,0,3850,24,5,145,5,7
1,3,0,2,12802,24,5,1255,16,13
8,2,1,1,9748,3,6,360,15,21
3,2,1,1,6104,6,3,500,17,1
3,0,2,0,3943,21,6,180,21,0
3,2,1,1,7514,6,3,560,6,16
4,0,5,0,18308,3,6,160,19,22
1,4,3,2,17327,3,6,255,21,16
1,2,1,2,8892,27,3,1115,13,7
6,2,1,1,9794,27,5,520,10,19
3,0,2,0,4423,4,1,175,0,3
4,3,0,1,10844,24,5,1485,20,20
4,2,1,1,15554,5,9,1485,18,19
10,1,4,0,11982,5,1,140,17,20
3,4,3,0,4049,6,3,90,6,7
3,3,0,0,5618,24,3,155,14,16
1,2,1,2,13591,27,6,1380,20,19
6,2,1,1,9508,27,5,930,10,1
8,1,4,0,3543,18,6,135,9,12
4,0,2,0,7229,18,4,185,18,22
10,0,2,0,4668,18,6,170,11,14
4,3,0,1,14388,21,5,1200,14,10
4,3,0,1,10844,15,5,1025,18,12
1,2,1,1,7690,6,9,765,20,9
4,3,0,1,13067,21,5,1450,9,9
8,4,3,0,1965,4,3,90,5,7
4,2,1,1,16289,3,9,1610,16,18
1,3,0,1,10203,5,12,745,20,8
4,3,0,1,15149,5,6,570,14,23
10,3,0,1,9345,21,5,385,17,23
8,4,3,0,2017,18,5,90,5,7
10,3,0,1,9345,15,5,975,7,23
1,3,0,1,6528,5,6,1485,14,15
6,2,1,1,15603,3,3,380,7,13
4,2,1,2,13376,24,6,1300,6,4
8,2,1,1,5583,27,6,315,6,11
4,2,1,1,10577,6,9,1620,16,19
1,2,1,2,10651,15,5,1180,12,7
4,3,0,1,7594,6,12,875,14,4
0,3,0,1,6857,5,1,220,6,10
3,0,2,0,4423,27,4,170,13,15
4,2,1,2,13344,6,12,425,5,12
8,0,2,0,3971,27,4,175,21,0
4,2,1,1,18371,24,6,600,9,19
4,2,1,2,6643,27,3,1995,19,4
6,2,1,1,15077,3,6,465,11,19
1,0,2,0,6121,5,1,165,10,12
8,4,3,0,5755,3,3,80,13,14
1,2,1,1,4487,4,9,765,20,9
8,2,1,1,5158,21,5,270,8,13
4,3,0,1,8586,5,1,520,20,4
1,4,3,0,3100,6,1,80,6,7
4,4,3,0,3210,5,9,85,2,4
4,2,1,1,12373,5,9,1040,19,12
6,2,1,1,15135,3,3,730,6,18
4,2,1,2,13292,27,6,810,5,19
8,4,3,0,2017,6,6,90,13,14
4,2,1,2,10919,6,12,1320,14,12
10,4,3,1,12395,3,6,1500,21,22
8,1,4,0,3543,21,6,135,9,12
4,4,3,0,2228,5,6,90,19,21
1,2,1,2,8236,21,3,1410,19,19
0,2,1,1,11410,6,3,830,16,6
4,2,1,2,15129,21,5,810,23,12
2,3,0,0,3514,24,6,155,15,17
4,3,0,1,13469,6,6,690,9,21
3,0,2,0,3943,4,9,180,21,0
10,0,5,0,7608,3,3,175,21,0
1,0,2,0,6961,27,5,165,10,12
6,2,1,1,12042,6,1,585,9,19
1,0,5,2,9586,3,9,655,10,21
8,1,4,0,3543,6,1,135,8,10
4,2,1,2,13882,6,9,1630,9,12
4,3,0,1,8781,24,5,435,10,17
0,3,0,2,5192,6,12,500,15,23
3,2,1,1,6442,27,3,940,6,22
4,2,1,1,15554,5,6,825,22,12
4,3,0,1,10844,21,5,1285,18,16
3,4,3,0,2754,4,3,90,12,13
6,2,1,1,14067,21,5,420,14,21
2,2,1,1,5140,27,4,370,7,13
3,2,1,1,8330,5,9,895,10,1
4,4,3,0,5678,3,3,90,19,21
4,0,5,1,11087,3,12,1170,22,18
2,0,5,0,18558,3,1,175,20,23
3,4,3,0,16000,3,1,90,2,4
8,0,2,0,3573,5,6,175,21,0
6,2,1,1,7670,15,5,760,12,1
4,2,1,2,12819,24,6,1195,23,19
10,0,2,0,4878,15,5,155,17,19
4,2,1,2,11507,27,6,1295,21,19
0,2,1,1,8759,6,6,330,7,13
4,2,1,1,10262,6,12,1530,17,19
1,2,1,2,10975,21,5,1580,7,9
4,2,1,1,10262,6,6,550,19,4
6,2,1,1,6007,27,6,490,12,21
3,1,4,0,3858,21,3,145,11,14
3,2,1,1,6412,27,6,490,14,22
1,3,0,0,6245,21,4,150,14,16
1,2,1,2,9968,6,9,1410,19,19
6,2,1,1,18260,3,9,640,2,12
3,0,5,0,8855,3,3,175,18,21
4,3,0,1,10844,24,5,590,8,18
8,1,4,0,3597,27,5,135,8,10
4,3,0,1,13067,5,6,1685,17,21
4,0,5,1,13817,3,12,1070,16,10
1,0,5,1,11602,3,12,990,6,23
4,3,0,1,13941,5,9,1545,16,18
4,3,0,1,14151,15,5,1365,20,19
3,0,2,0,3943,15,5,170,4,6
4,3,0,1,10844,5,12,705,6,18
8,4,3,0,2753,18,6,90,5,7
4,2,1,1,14714,6,12,1005,2,19
6,2,1,1,9646,18,5,545,7,16
4,2,1,1,15554,5,9,330,7,12
1,0,5,2,13261,18,3,435,10,17
4,0,5,1,11087,18,3,1045,11,5
4,2,1,2,11507,15,6,810,5,19
6,2,1,1,9424,5,9,390,19,1
2,0,2,0,4937,4,12,170,11,14
8,0,2,0,3257,6,6,175,21,0
3,0,2,0,4823,5,6,170,8,11
3,1,4,0,5277,5,12,140,22,0
8,3,0,0,3873,4,9,150,17,19
4,3,0,1,10844,24,5,730,16,4
6,2,1,1,7198,27,5,510,17,1
1,2,1,0,6094,15,5,170,5,8
3,0,2,0,3943,5,3,165,6,8
3,0,2,0,3943,15,5,180,21,0
4,3,0,1,12681,4,1,960,20,12
10,0,2,0,5613,15,4,155,17,19
8,3,0,0,3873,24,5,145,9,11
4,2,1,1,12898,27,5,1415,13,12
4,2,1,2,15129,5,9,1375,5,4
8,1,4,0,3911,5,9,135,8,10
3,2,1,0,6015,6,12,195,21,0
3,2,1,1,5073,27,3,305,20,1
3,1,4,0,4326,21,3,140,5,7
1,2,1,2,9443,24,6,1595,16,19
4,4,3,0,8040,6,3,90,10,11
4,0,2,0,7229,4,3,165,6,8
3,0,2,0,3943,15,6,170,13,15
1,0,5,3,14195,3,6,685,12,23
4,2,1,2,13292,15,6,1130,9,4
3,3,0,0,4174,4,3,155,11,14
4,0,5,1,16736,3,6,860,7,21
4,0,2,0,5198,5,12,165,6,8
6,2,1,1,15058,6,3,730,7,19
3,2,1,1,5073,4,3,300,10,15
6,2,1,1,10197,15,5,660,8,19
8,1,4,0,3543,27,6,140,17,20
4,0,2,0,7229,27,6,180,17,20
1,2,1,2,10966,6,1,1180,12,7
4,3,0,1,11134,24,3,570,13,23
0,3,0,0,3807,4,6,150,22,1
1,0,2,0,5228,5,6,170,13,16
3,1,4,0,3597,6,12,140,14,17
0,0,2,0,4483,18,5,165,11,13
4,2,1,1,10262,24,6,1015,11,4
8,2,1,1,5158,6,6,270,8,13
1,0,5,1,6010,21,3,1520,22,23
4,2,1,2,13376,6,12,1320,14,12
4,2,1,2,11543,21,3,1365,5,4
6,2,1,1,15342,3,6,560,9,19
8,0,5,0,6309,15,3,175,9,12
10,0,2,0,5823,24,5,165,19,22
10,0,5,0,5403,24,3,160,11,14
8,3,0,0,3873,6,1,155,6,9
4,2,1,1,12898,27,5,1270,21,19
3,2,1,1,6979,15,5,500,17,1
1,3,0,2,13437,5,12,1410,16,16
4,2,1,1,6017,27,3,1015,11,4
4,2,1,1,14053,21,3,330,7,12
3,1,4,0,7295,3,6,145,11,14
4,3,0,1,13044,6,12,1495,18,19
4,0,2,0,4030,5,3,175,11,14
1,0,5,2,13942,3,6,1625,8,11
4,3,0,1,14781,5,12,705,6,18
8,0,5,0,3579,24,3,170,5,8
1,2,1,2,10231,27,5,1275,22,19
3,2,1,1,5530,27,5,320,6,12
4,3,0,1,10844,5,12,345,14,19
1,2,1,1,8372,6,6,675,8,19
4,2,1,1,16289,3,9,775,6,19
1,2,1,2,11701,5,6,1275,22,19
7,2,1,1,11269,21,3,570,6,15
6,2,1,1,9385,18,5,750,13,1
4,3,0,1,14151,24,5,395,17,23
4,0,2,0,4544,4,9,180,8,11
4,0,5,1,11087,3,12,850,20,10
3,3,0,0,5224,6,3,155,4,7
3,3,0,0,4804,27,6,155,9,12
1,4,3,1,6901,3,12,880,5,20
6,2,1,1,5999,21,3,465,14,22
10,0,2,0,5403,4,9,170,21,23
4,2,1,2,13014,6,12,810,5,19
4,4,3,0,4995,5,6,85,7,8
4,3,0,1,13941,21,5,1545,6,8
4,2,1,2,11507,6,3,1295,21,19
6,2,1,1,12192,15,6,660,8,19
6,2,1,1,7198,27,5,450,18,1
3,2,1,0,5000,21,6,195,14,17
8,3,0,0,3841,4,3,155,6,9
4,2,1,1,12347,21,3,350,13,18
10,1,4,0,11982,15,6,140,17,20
4,2,1,2,13029,5,9,1375,5,4
4,0,5,1,16736,3,6,700,20,8
3,3,0,0,4174,15,4,155,17,19
8,3,0,0,3841,27,6,145,9,11
4,2,1,1,17024,3,6,1440,19,19
3,0,2,0,3943,24,5,180,21,0
3,2,1,1,6442,6,3,635,11,22
1,2,1,2,11762,3,9,2170,7,19
8,3,0,0,4174,24,4,145,9,11
3,3,0,0,4804,18,6,155,4,7
6,2,1,1,13377,6,6,690,14,1
4,0,2,0,7229,4,1,175,11,14
3,0,5,0,8855,15,3,170,22,1
6,2,1,1,7741,27,6,535,10,19
4,0,5,1,22270,3,1,315,8,13
6,2,1,1,7740,6,3,735,8,21
1,3,0,2,14960,6,9,1600,9,12
4,2,1,1,12032,27,3,535,9,18
1,4,3,0,5462,3,6,80,21,22
4,2,1,1,12347,21,3,1385,19,18
1,1,4,0,3145,27,3,135,11,13
4,0,5,1,7832,21,3,520,11,20
3,3,0,0,4804,21,6,150,15,17
3,2,1,1,10482,3,9,305,2,7
4,2,1,1,12373,18,5,1015,11,4
6,2,1,1,10478,3,3,915,7,22
4,2,1,2,13029,18,5,1125,9,4
1,2,1,1,6482,21,3,1255,12,9
4,2,1,1,15554,18,5,600,9,19
6,2,1,1,11789,6,12,615,8,19
3,3,0,1,9413,24,3,340,14,20
1,3,0,1,7662,6,9,1700,16,21
6,2,1,1,7888,21,5,390,19,1
0,3,0,1,5192,15,5,955,7,23
6,2,1,1,6007,24,6,640,10,21
4,2,1,1,12898,27,5,1595,10,12
1,0,5,2,11885,18,3,1545,8,10
10,3,0,1,14360,24,3,355,17,22
1,3,0,2,14330,5,12,1185,16,12
6,2,1,1,6076,27,3,555,13,22
8,3,0,0,4622,3,1,160,6,9
4,3,0,1,14388,5,9,665,21,8
6,2,1,1,9794,21,5,615,8,19
3,3,0,0,4804,6,3,150,15,17
4,3,0,1,9663,5,9,450,21,4
2,2,1,1,5842,5,9,370,7,13
6,2,1,1,15603,3,3,510,7,15
3,3,0,0,5618,3,3,165,22,0
3,3,0,0,6565,3,3,155,14,16
8,2,1,1,5221,15,4,295,17,22
4,2,1,2,10368,27,6,560,9,19
1,2,1,1,7480,24,6,765,20,9
4,2,1,2,13882,6,12,1490,11,12
3,2,1,1,6442,24,6,560,6,16
3,0,2,0,4823,24,6,175,7,10
8,3,0,0,3873,21,5,150,17,19
4,3,0,1,12121,5,1,1075,17,10
3,0,2,0,4423,27,4,170,10,13
1,3,0,0,5510,24,6,150,14,16
4,0,2,0,7229,4,6,180,8,11
4,2,1,1,10577,6,9,1010,19,12
4,4,3,0,8040,27,3,90,10,11
4,2,1,1,14714,6,3,360,13,19
4,0,2,0,7229,6,9,165,6,8
6,2,1,2,6653,21,3,855,7,21
3,2,1,1,6442,24,6,665,5,16
3,3,0,0,4804,5,12,160,21,0
1,2,1,2,9417,5,9,1210,13,9
4,3,0,1,10844,24,5,1495,18,19
4,0,2,0,7229,5,12,180,17,20
4,2,1,1,15400,3,6,590,9,18
3,2,1,1,6416,15,6,750,8,21
1,0,2,0,5176,4,3,170,13,16
3,2,1,1,9264,21,3,575,16,1
6,2,1,1,13587,6,6,720,9,21
8,1,4,0,3597,5,1,135,8,10
0,0,2,0,4282,27,4,170,4,7
4,4,3,0,4995,27,6,85,7,8
3,3,0,0,4804,6,1,155,20,22
4,3,0,1,10844,5,6,590,6,16
4,2,1,1,14714,6,1,885,21,12
4,3,0,1,14571,6,6,730,21,9
4,0,5,1,7832,21,3,1425,11,11
4,3,0,1,11467,4,1,1295,20,18
4,3,0,1,10953,5,9,1075,17,10
3,3,0,0,4148,3,9,160,20,23
8,3,0,0,3873,5,9,145,9,11
3,0,2,0,3943,27,4,170,22,1
0,2,1,1,6151,27,3,330,16,22
10,4,3,1,12080,3,12,850,8,22
4,3,0,1,13584,5,9,845,20,10
3,2,1,1,6979,5,6,845,11,1
0,0,5,0,4482,3,9,165,23,2
3,3,0,1,6284,4,1,325,18,23
3,3,0,1,4226,24,5,220,19,23
3,2,1,1,6442,3,9,570,6,16
4,2,1,1,12373,18,5,520,19,4
4,0,5,1,11297,3,12,550,5,15
1,3,0,2,14083,24,5,920,10,1
4,2,1,0,7202,6,3,195,11,14
6,2,1,1,11667,21,3,590,9,18
4,3,0,1,10844,24,5,1400,18,18
1,0,5,1,5932,15,3,1265,11,8
6,2,1,1,9001,24,6,630,8,19
4,3,0,1,13469,6,6,395,17,23
3,4,3,0,2227,15,6,90,21,22
3,2,1,1,5636,15,5,315,7,12
6,2,1,2,15965,6,6,625,15,1
3,2,1,1,5054,24,6,305,20,1
6,2,1,1,5999,21,3,540,7,16
3,0,2,0,4823,5,1,175,7,10
8,3,0,1,8479,6,12,435,11,18
10,3,0,1,8452,15,5,930,7,22
4,2,1,1,14924,6,3,660,8,19
1,2,1,2,10441,6,3,1410,19,19
6,2,1,1,7485,21,5,900,6,21
4,0,2,0,6478,6,6,180,8,11
4,2,1,2,15129,27,5,1775,13,19
3,3,0,1,3809,5,1,265,19,23
4,2,1,1,18581,24,6,660,8,19
3,3,0,0,5224,6,9,155,22,0
3,2,1,1,8330,5,9,500,17,1
1,0,2,0,6961,6,9,165,10,12
4,2,1,1,10262,6,9,660,8,19
3,4,3,0,2754,21,6,90,2,4
6,2,1,1,13727,18,5,630,15,1
2,0,2,0,3898,27,4,165,20,23
4,0,5,1,11087,3,12,810,22,12
0,0,2,0,3383,4,6,170,23,2
4,2,1,1,12557,21,3,1520,17,18
4,2,1,2,8273,21,3,1325,6,4
1,4,3,2,9736,3,12,545,10,19
4,2,1,1,10262,24,6,1530,17,19
4,2,1,2,11664,4,9,810,5,19
3,0,2,0,4591,5,1,170,23,2
4,0,5,1,13502,18,3,305,14,19
1,2,1,1,8372,27,6,375,13,19
1,0,2,0,6121,21,4,165,6,8
10,0,5,0,5613,21,3,155,16,18
3,2,1,1,5298,4,6,320,6,12
4,2,1,1,15764,3,9,1050,2,19
0,2,1,1,6253,15,6,870,7,22
4,3,0,1,8586,18,5,375,5,12
4,2,1,2,12273,27,3,1325,6,4
3,4,3,0,2227,15,5,90,21,22
4,0,2,0,5769,6,12,180,19,22
10,2,1,0,6216,18,4,190,14,17
3,2,1,1,6386,6,3,345,2,7
6,2,1,1,16108,6,1,555,10,19
8,3,0,0,3873,24,5,140,22,0
3,2,1,1,6270,4,9,895,10,1
1,0,2,0,5911,4,12,170,21,23
6,2,1,1,15077,3,6,605,9,19
4,0,5,1,31825,3,1,890,20,11
8,3,0,1,8479,5,6,435,11,18
10,3,0,1,9397,5,12,1555,7,9
4,2,1,1,10262,6,3,1655,9,12
3,2,1,0,4729,4,3,195,5,8
4,2,1,1,14714,6,1,1530,17,19
3,3,0,0,4804,15,5,155,17,19
3,3,0,0,4804,6,3,165,20,23
1,4,3,0,2050,4,1,80,21,22
6,2,1,1,8371,27,3,705,7,19
6,2,1,1,12192,27,6,540,10,19
7,2,1,1,14629,21,3,770,6,18
3,0,2,0,4823,4,9,175,18,21
6,2,1,1,14323,5,9,375,13,19
4,2,1,2,15129,5,9,1390,13,12
3,2,1,1,6758,18,5,860,6,21
6,2,1,1,14848,21,5,615,9,19
1,0,5,2,12358,3,3,1670,6,10
4,0,2,0,4030,21,5,185,18,22
1,3,0,0,4960,3,9,150,14,16
1,2,1,2,8656,27,3,1595,16,19
3,2,1,1,14871,3,6,710,9,21
2,2,1,1,4563,27,3,440,6,13
3,4,3,0,4784,3,6,85,21,22
3,0,2,0,4823,6,1,170,20,22
10,1,4,0,3687,5,3,135,7,9
4,0,2,0,7229,27,4,175,15,18
4,0,2,0,7229,15,4,180,7,10
1,2,1,1,7174,21,4,1010,6,23
1,2,1,2,11071,21,3,1490,6,7
3,2,1,1,6979,15,5,965,4,21
3,1,4,0,3850,15,5,140,7,10
4,3,0,1,13044,6,12,800,20,9
4,2,1,1,12373,18,5,450,20,4
1,2,1,2,13801,18,5,1100,13,7
3,0,2,0,4823,6,1,170,8,11
1,2,1,1,6587,6,9,1535,5,6
3,4,3,0,2227,6,3,95,20,21
4,3,0,1,14151,6,9,1285,17,14
1,0,5,2,25430,3,1,2315,8,23
8,0,2,0,4319,27,6,175,21,0
1,2,1,1,14462,3,3,1660,4,7
4,3,0,1,8586,21,5,1655,6,10
1,3,0,1,7662,6,9,675,9,21
4,4,3,0,4995,5,3,85,7,8
6,2,1,1,7408,6,9,720,9,21
4,4,3,0,5678,15,3,90,19,21
4,4,3,0,5678,6,9,90,19,21
4,0,5,1,26890,3,1,950,8,0
1,4,3,2,13904,3,6,2245,6,19
4,2,1,2,15318,6,1,505,20,4
10,3,0,1,8452,15,5,1580,20,22
3,2,1,1,6314,6,9,625,10,21
1,3,0,1,10203,5,1,625,10,20
8,1,4,0,3597,15,6,135,8,10
6,2,1,1,8266,6,12,535,10,19
4,2,1,1,12373,18,5,885,21,12
4,0,5,1,36235,3,1,435,14,21
3,2,1,1,14871,3,3,755,8,21
4,0,2,0,7229,4,12,180,17,20
3,3,0,0,4804,24,4,155,22,0
3,0,5,0,7303,3,3,175,20,22
6,2,1,1,13587,6,1,570,11,21
6,2,1,1,7740,18,5,455,14,22
3,1,4,0,7295,3,1,145,14,17
6,2,1,1,18916,3,3,440,18,1
6,2,1,1,8266,21,5,385,12,19
4,2,1,1,12373,18,5,1570,2,4
6,2,1,1,11188,18,5,555,13,22
4,3,0,1,14151,18,5,505,9,18
4,2,1,1,14714,6,1,660,8,19
4,0,2,0,7229,4,6,180,7,10
4,2,1,1,12242,27,3,1165,9,4
4,0,5,1,9134,15,3,325,7,12
3,0,2,0,3943,5,1,170,22,1
1,0,2,0,6961,6,1,165,10,12
4,4,3,2,23843,3,12,500,8,16
